dictchain
Running CVC: true
Size bound: 20
Depth bound: 4
Names per round: 5
=====

[23:34:34.684]	BEG Initial search without labels or nullaries
[23:34:34.742]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V0, min=.L -> V0 -> .L}
[23:34:34.742]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V0, min=.L -> .L -> _}
[23:34:34.742]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V0, min=.L -> .L -> V0}
[23:34:34.742]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V0, min=.L -> .L -> .L}
[23:34:34.742]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=_ -> _}
[23:34:34.743]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> _}
[23:34:34.743]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> _ -> _}
[23:34:34.743]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> V0 -> _}
[23:34:34.743]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> V0 -> V0}
[23:34:34.743]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> V0 -> V1}
[23:34:34.743]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> V0 -> .L}
[23:34:34.743]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> V1 -> _}
[23:34:34.744]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> V1 -> V0}
[23:34:34.744]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> V1 -> V1}
[23:34:34.744]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> V1 -> V2}
[23:34:34.744]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> V1 -> .L}
[23:34:34.744]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> .L -> _}
[23:34:34.745]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> .L -> V0}
[23:34:34.745]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> .L -> V1}
[23:34:34.745]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=V0 -> .L -> .L}
[23:34:34.745]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=.L -> _}
[23:34:34.745]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=.L -> _ -> _}
[23:34:34.745]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=.L -> V0 -> _}
[23:34:34.745]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=.L -> V0 -> V0}
[23:34:34.746]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=.L -> V0 -> V1}
[23:34:34.746]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=.L -> V0 -> .L}
[23:34:34.746]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=.L -> .L -> _}
[23:34:34.746]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=.L -> .L -> V0}
[23:34:34.746]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> V1, min=.L -> .L -> .L}
[23:34:34.746]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=_ -> _}
[23:34:34.746]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> _}
[23:34:34.747]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> _ -> _}
[23:34:34.747]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> V0 -> _}
[23:34:34.747]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> V0 -> V0}
[23:34:34.747]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> V0 -> V1}
[23:34:34.747]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> V0 -> .L}
[23:34:34.747]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> V1 -> _}
[23:34:34.748]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> V1 -> V0}
[23:34:34.748]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> V1 -> V1}
[23:34:34.748]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> V1 -> V2}
[23:34:34.748]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> V1 -> .L}
[23:34:34.748]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> .L -> _}
[23:34:34.748]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> .L -> V0}
[23:34:34.748]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> .L -> V1}
[23:34:34.748]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=V0 -> .L -> .L}
[23:34:34.749]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=.L -> _}
[23:34:34.749]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=.L -> _ -> _}
[23:34:34.749]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=.L -> V0 -> _}
[23:34:34.749]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=.L -> V0 -> V0}
[23:34:34.749]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=.L -> V0 -> V1}
[23:34:34.749]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=.L -> V0 -> .L}
[23:34:34.750]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=.L -> .L -> _}
[23:34:34.750]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=.L -> .L -> V0}
[23:34:34.750]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=V0 -> .L -> .L, min=.L -> .L -> .L}
[23:34:34.750]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> _, min=_ -> _}
[23:34:34.750]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> _ -> _, min=_ -> _}
[23:34:34.750]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> _, min=_ -> _}
[23:34:34.750]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=_ -> _}
[23:34:34.751]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> _}
[23:34:34.751]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> _ -> _}
[23:34:34.751]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> V0 -> _}
[23:34:34.751]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> V0 -> V0}
[23:34:34.751]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> V0 -> V1}
[23:34:34.751]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> V0 -> .L}
[23:34:34.752]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> V1 -> _}
[23:34:34.752]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> V1 -> V0}
[23:34:34.752]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> V1 -> V1}
[23:34:34.752]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> V1 -> V2}
[23:34:34.752]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> V1 -> .L}
[23:34:34.752]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> .L -> _}
[23:34:34.752]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> .L -> V0}
[23:34:34.753]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> .L -> V1}
[23:34:34.753]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=V0 -> .L -> .L}
[23:34:34.753]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=.L -> _}
[23:34:34.753]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=.L -> _ -> _}
[23:34:34.753]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=.L -> V0 -> _}
[23:34:34.753]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=.L -> V0 -> V0}
[23:34:34.754]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=.L -> V0 -> V1}
[23:34:34.754]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=.L -> V0 -> .L}
[23:34:34.754]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=.L -> .L -> _}
[23:34:34.754]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=.L -> .L -> V0}
[23:34:34.754]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V0, min=.L -> .L -> .L}
[23:34:34.754]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=_ -> _}
[23:34:34.754]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> _}
[23:34:34.755]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> _ -> _}
[23:34:34.755]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> V0 -> _}
[23:34:34.755]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> V0 -> V0}
[23:34:34.755]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> V0 -> V1}
[23:34:34.755]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> V0 -> .L}
[23:34:34.755]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> V1 -> _}
[23:34:34.756]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> V1 -> V0}
[23:34:34.756]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> V1 -> V1}
[23:34:34.756]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> V1 -> V2}
[23:34:34.756]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> V1 -> .L}
[23:34:34.756]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> .L -> _}
[23:34:34.756]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> .L -> V0}
[23:34:34.756]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> .L -> V1}
[23:34:34.757]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=V0 -> .L -> .L}
[23:34:34.757]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=.L -> _}
[23:34:34.757]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=.L -> _ -> _}
[23:34:34.757]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=.L -> V0 -> _}
[23:34:34.757]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=.L -> V0 -> V0}
[23:34:34.757]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=.L -> V0 -> V1}
[23:34:34.757]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=.L -> V0 -> .L}
[23:34:34.758]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=.L -> .L -> _}
[23:34:34.758]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=.L -> .L -> V0}
[23:34:34.758]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> V1, min=.L -> .L -> .L}
[23:34:34.758]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=_ -> _}
[23:34:34.758]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> _}
[23:34:34.758]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> _ -> _}
[23:34:34.758]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> V0 -> _}
[23:34:34.759]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> V0 -> V0}
[23:34:34.759]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> V0 -> V1}
[23:34:34.759]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> V0 -> .L}
[23:34:34.759]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> V1 -> _}
[23:34:34.759]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> V1 -> V0}
[23:34:34.759]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> V1 -> V1}
[23:34:34.759]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> V1 -> V2}
[23:34:34.760]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> V1 -> .L}
[23:34:34.760]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> .L -> _}
[23:34:34.760]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> .L -> V0}
[23:34:34.760]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> .L -> V1}
[23:34:34.760]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=V0 -> .L -> .L}
[23:34:34.760]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=.L -> _}
[23:34:34.760]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=.L -> _ -> _}
[23:34:34.761]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=.L -> V0 -> _}
[23:34:34.761]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=.L -> V0 -> V0}
[23:34:34.761]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=.L -> V0 -> V1}
[23:34:34.761]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=.L -> V0 -> .L}
[23:34:34.761]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=.L -> .L -> _}
[23:34:34.761]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=.L -> .L -> V0}
[23:34:34.761]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> V0 -> .L, min=.L -> .L -> .L}
[23:34:34.762]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> _, min=_ -> _}
[23:34:34.762]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=_ -> _}
[23:34:34.762]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> _}
[23:34:34.762]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> _ -> _}
[23:34:34.762]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> V0 -> _}
[23:34:34.762]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> V0 -> V0}
[23:34:34.763]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> V0 -> V1}
[23:34:34.763]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> V0 -> .L}
[23:34:34.763]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> V1 -> _}
[23:34:34.763]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> V1 -> V0}
[23:34:34.763]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> V1 -> V1}
[23:34:34.763]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> V1 -> V2}
[23:34:34.763]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> V1 -> .L}
[23:34:34.763]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> .L -> _}
[23:34:34.764]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> .L -> V0}
[23:34:34.764]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> .L -> V1}
[23:34:34.764]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=V0 -> .L -> .L}
[23:34:34.764]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=.L -> _}
[23:34:34.764]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=.L -> _ -> _}
[23:34:34.764]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=.L -> V0 -> _}
[23:34:34.764]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=.L -> V0 -> V0}
[23:34:34.764]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=.L -> V0 -> V1}
[23:34:34.765]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=.L -> V0 -> .L}
[23:34:34.765]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=.L -> .L -> _}
[23:34:34.765]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=.L -> .L -> V0}
[23:34:34.765]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> V0, min=.L -> .L -> .L}
[23:34:34.765]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=_ -> _}
[23:34:34.765]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> _}
[23:34:34.765]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> _ -> _}
[23:34:34.765]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> V0 -> _}
[23:34:34.766]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> V0 -> V0}
[23:34:34.766]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> V0 -> V1}
[23:34:34.766]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> V0 -> .L}
[23:34:34.766]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> V1 -> _}
[23:34:34.766]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> V1 -> V0}
[23:34:34.766]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> V1 -> V1}
[23:34:34.766]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> V1 -> V2}
[23:34:34.767]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> V1 -> .L}
[23:34:34.767]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> .L -> _}
[23:34:34.767]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> .L -> V0}
[23:34:34.767]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> .L -> V1}
[23:34:34.767]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=V0 -> .L -> .L}
[23:34:34.767]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=.L -> _}
[23:34:34.767]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=.L -> _ -> _}
[23:34:34.767]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=.L -> V0 -> _}
[23:34:34.768]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=.L -> V0 -> V0}
[23:34:34.768]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=.L -> V0 -> V1}
[23:34:34.768]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=.L -> V0 -> .L}
[23:34:34.768]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=.L -> .L -> _}
[23:34:34.768]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=.L -> .L -> V0}
[23:34:34.768]	{0=.L, 1=.L, compare=V0 -> V0 -> V0, max=.L -> .L -> .L, min=.L -> .L -> .L}
[23:34:34.768]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=_ -> _, min=_ -> _}
[23:34:34.768]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> _, min=_ -> _}
[23:34:34.769]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> _ -> _, min=_ -> _}
[23:34:34.769]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> _, min=_ -> _}
[23:34:34.769]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=_ -> _}
[23:34:34.769]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> _}
[23:34:34.769]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> _ -> _}
[23:34:34.769]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> V0 -> _}
[23:34:34.769]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0}
[23:34:34.770]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> V0 -> V1}
[23:34:34.770]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> V0 -> .L}
[23:34:34.770]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> V1 -> _}
[23:34:34.770]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> V1 -> V0}
[23:34:34.770]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> V1 -> V1}
[23:34:34.770]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> V1 -> V2}
[23:34:34.770]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> V1 -> .L}
[23:34:34.771]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> .L -> _}
[23:34:34.771]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> .L -> V0}
[23:34:34.771]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> .L -> V1}
[23:34:34.771]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=V0 -> .L -> .L}
[23:34:34.771]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=.L -> _}
[23:34:34.771]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=.L -> _ -> _}
[23:34:34.771]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=.L -> V0 -> _}
[23:34:34.772]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=.L -> V0 -> V0}
[23:34:34.775]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=.L -> V0 -> V1}
[23:34:34.775]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=.L -> V0 -> .L}
[23:34:34.775]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=.L -> .L -> _}
[23:34:34.775]	{0=.L, 1=.L, compare=V0 -> V0 -> V1, max=V0 -> V0 -> V0, min=.L -> .L -> V0}
